date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:48:13	66483/66483	---MC-	200	added ('OK')	text/html	date:Sun,%2002%20Sep%202018%2004:48:12%20GMT	http://localhost/wordpress/	C:/My%20Web%20Sites/Ignite%20Church/localhost/wordpress/index.html	(from )
23:48:13	1054/1054	---MC-	404	error ('Not%20Found')	text/html	date:Sun,%2002%20Sep%202018%2004:48:12%20GMT	http://localhost/robots.txt		(from )
23:48:13	83401/83401	---M--	200	added ('OK')	text/css	etag:%22145c9-5727ab3b34480%22	http://localhost/wordpress/wp-content/themes/twentyseventeen/style.css?ver=4.9.8	C:/My%20Web%20Sites/Ignite%20Church/localhost/wordpress/wp-content/themes/twentyseventeen/style5010.css	(from http://localhost/wordpress/)
23:48:15	742/742	---M--	200	added ('OK')	application/rss+xml	etag:%22b1e735884602ebf83b0e7b8104ad4f9a%22	http://localhost/wordpress/?feed=comments-rss2	C:/My%20Web%20Sites/Ignite%20Church/localhost/wordpress/indexa6da.html	(from http://localhost/wordpress/)
23:48:15	851/851	---M--	200	added ('OK')	application/rss+xml	etag:%22455ae5d33096d6b4ceb293831e7612da%22	http://localhost/wordpress/?feed=rss2	C:/My%20Web%20Sites/Ignite%20Church/localhost/wordpress/indexd784.html	(from http://localhost/wordpress/)
23:48:16	10056/10056	---M--	200	added ('OK')	application/javascript	etag:%222748-5334426f5f800%22	http://localhost/wordpress/wp-includes/js/jquery/jquery-migrate.min.js?ver=1.4.1	C:/My%20Web%20Sites/Ignite%20Church/localhost/wordpress/wp-includes/js/jquery/jquery-migrate.min330a.js	(from http://localhost/wordpress/)
23:48:18	862/862	---M--	200	added ('OK')	text/xml	date:Sun,%2002%20Sep%202018%2004:48:17%20GMT	http://localhost/wordpress/xmlrpc.php?rsd	C:/My%20Web%20Sites/Ignite%20Church/localhost/wordpress/xmlrpc0db0.php	(from http://localhost/wordpress/)
23:48:18	1045/1045	---M--	200	added ('OK')	application/xml	etag:%22415-4ed4c8d5fb600%22	http://localhost/wordpress/wp-includes/wlwmanifest.xml	C:/My%20Web%20Sites/Ignite%20Church/localhost/wordpress/wp-includes/wlwmanifest.xml	(from http://localhost/wordpress/)
23:48:19	2182/2182	---M--	200	added ('OK')	application/json	date:Sun,%2002%20Sep%202018%2004:48:18%20GMT	http://localhost/wordpress/index.php?rest_route=%2Foembed%2F1.0%2Fembed&url=http%3A%2F%2Flocalhost%2Fwordpress%2F	C:/My%20Web%20Sites/Ignite%20Church/localhost/wordpress/indexd51e.json	(from http://localhost/wordpress/)
23:48:19	2280/2280	---M--	200	added ('OK')	text/xml	date:Sun,%2002%20Sep%202018%2004:48:18%20GMT	http://localhost/wordpress/index.php?rest_route=%2Foembed%2F1.0%2Fembed&url=http%3A%2F%2Flocalhost%2Fwordpress%2F&format=xml	C:/My%20Web%20Sites/Ignite%20Church/localhost/wordpress/index9b61.php	(from http://localhost/wordpress/)
23:48:24	27337/27337	---MC-	200	added ('OK')	application/json	date:Sun,%2002%20Sep%202018%2004:48:19%20GMT	http://localhost/wordpress/index.php?rest_route=/tribe/events/v1/	C:/My%20Web%20Sites/Ignite%20Church/localhost/wordpress/index8b30.json	(from http://localhost/wordpress/)
23:48:24	97184/97184	---M--	200	added ('OK')	application/javascript	etag:%2217ba0-53382dcfebb80%22	http://localhost/wordpress/wp-includes/js/jquery/jquery.js?ver=1.12.4	C:/My%20Web%20Sites/Ignite%20Church/localhost/wordpress/wp-includes/js/jquery/jqueryb8ff.js	(from http://localhost/wordpress/)
23:48:24	683/683	---M--	200	added ('OK')	application/javascript	etag:%222ab-5414659b36b00%22	http://localhost/wordpress/wp-content/themes/twentyseventeen/assets/js/skip-link-focus-fix.js?ver=1.0	C:/My%20Web%20Sites/Ignite%20Church/localhost/wordpress/wp-content/themes/twentyseventeen/assets/js/skip-link-focus-fix5152.js	(from http://localhost/wordpress/)
23:48:26	7682/7682	---M--	200	added ('OK')	application/javascript	etag:%221e02-542ab04449e80%22	http://localhost/wordpress/wp-content/themes/twentyseventeen/assets/js/global.js?ver=1.0	C:/My%20Web%20Sites/Ignite%20Church/localhost/wordpress/wp-content/themes/twentyseventeen/assets/js/global5152.js	(from http://localhost/wordpress/)
23:48:29	5836/5836	---M--	200	added ('OK')	application/javascript	etag:%2216cc-53f485357a000%22	http://localhost/wordpress/wp-content/themes/twentyseventeen/assets/js/jquery.scrollTo.js?ver=2.1.2	C:/My%20Web%20Sites/Ignite%20Church/localhost/wordpress/wp-content/themes/twentyseventeen/assets/js/jquery.scrollTo431f.js	(from http://localhost/wordpress/)
23:48:29	51532/51532	---M--	200	added ('OK')	image/png	etag:%22c94c-57479ad0d6055%22	http://localhost/wordpress/wp-content/uploads/2018/08/logo_ignite-300x292.png	C:/My%20Web%20Sites/Ignite%20Church/localhost/wordpress/wp-content/uploads/2018/08/logo_ignite-300x292.png	(from http://localhost/wordpress/)
23:48:29	87034/87034	---MC-	200	added ('OK')	application/json	date:Sun,%2002%20Sep%202018%2004:48:15%20GMT	http://localhost/wordpress/index.php?rest_route=/	C:/My%20Web%20Sites/Ignite%20Church/localhost/wordpress/index52f0.json	(from http://localhost/wordpress/)
23:48:29	76267/76267	---MC-	200	added ('OK')	text/html	date:Sun,%2002%20Sep%202018%2004:48:25%20GMT	http://localhost/wordpress/?post_type=tribe_events	C:/My%20Web%20Sites/Ignite%20Church/localhost/wordpress/indexbb7f.html	(from http://localhost/wordpress/)
23:48:29	1398/1398	---M--	200	added ('OK')	application/javascript	etag:%22576-541fd08d10280%22	http://localhost/wordpress/wp-includes/js/wp-embed.min.js?ver=4.9.8	C:/My%20Web%20Sites/Ignite%20Church/localhost/wordpress/wp-includes/js/wp-embed.min5010.js	(from http://localhost/wordpress/)
23:48:30	33215/33215	---M--	200	added ('OK')	text/css	etag:%2281bf-57477ed74e822%22	http://localhost/wordpress/wp-content/plugins/the-events-calendar/vendor/jquery/smoothness/jquery-ui-1.8.23.custom.css?ver=4.6.22.1	C:/My%20Web%20Sites/Ignite%20Church/localhost/wordpress/wp-content/plugins/the-events-calendar/vendor/jquery/smoothness/jquery-ui-1.8.23.customab66.css	(from http://localhost/wordpress/?post_type=tribe_events)
23:48:31	16452/16452	---M--	200	added ('OK')	text/css	etag:%224044-57477ed730109%22	http://localhost/wordpress/wp-content/plugins/the-events-calendar/vendor/bootstrap-datepicker/css/bootstrap-datepicker.standalone.min.css?ver=4.6.22.1	C:/My%20Web%20Sites/Ignite%20Church/localhost/wordpress/wp-content/plugins/the-events-calendar/vendor/bootstrap-datepicker/css/bootstrap-datepicker.standalone.minab66.css	(from http://localhost/wordpress/?post_type=tribe_events)
23:48:31	46895/46895	---M--	200	added ('OK')	text/css	etag:%22b72f-57477ed025ff9%22	http://localhost/wordpress/wp-content/plugins/the-events-calendar/src/resources/css/tribe-events-full.min.css?ver=4.6.22.1	C:/My%20Web%20Sites/Ignite%20Church/localhost/wordpress/wp-content/plugins/the-events-calendar/src/resources/css/tribe-events-full.minab66.css	(from http://localhost/wordpress/?post_type=tribe_events)
23:48:33	191/191	---M--	200	added ('OK')	text/css	etag:%22bf-57477ecb97aef%22	http://localhost/wordpress/wp-content/plugins/the-events-calendar/common/src/resources/css/accessibility.min.css?ver=4.7.19	C:/My%20Web%20Sites/Ignite%20Church/localhost/wordpress/wp-content/plugins/the-events-calendar/common/src/resources/css/accessibility.min6434.css	(from http://localhost/wordpress/?post_type=tribe_events)
23:48:33	3107/3107	---M--	200	added ('OK')	text/css	etag:%22c23-57477ed03880e%22	http://localhost/wordpress/wp-content/plugins/the-events-calendar/src/resources/css/tribe-events-theme-mobile.min.css?ver=4.6.22.1	C:/My%20Web%20Sites/Ignite%20Church/localhost/wordpress/wp-content/plugins/the-events-calendar/src/resources/css/tribe-events-theme-mobile.minab66.css	(from http://localhost/wordpress/?post_type=tribe_events)
23:48:33	1125/1125	---M--	200	added ('OK')	application/javascript	etag:%22465-57477ed75c22f%22	http://localhost/wordpress/wp-content/plugins/the-events-calendar/vendor/jquery-resize/jquery.ba-resize.min.js?ver=4.6.22.1	C:/My%20Web%20Sites/Ignite%20Church/localhost/wordpress/wp-content/plugins/the-events-calendar/vendor/jquery-resize/jquery.ba-resize.minab66.js	(from http://localhost/wordpress/?post_type=tribe_events)
23:48:34	33529/33529	---M--	200	added ('OK')	application/javascript	etag:%2282f9-57477ed734729%22	http://localhost/wordpress/wp-content/plugins/the-events-calendar/vendor/bootstrap-datepicker/js/bootstrap-datepicker.min.js?ver=4.6.22.1	C:/My%20Web%20Sites/Ignite%20Church/localhost/wordpress/wp-content/plugins/the-events-calendar/vendor/bootstrap-datepicker/js/bootstrap-datepicker.minab66.js	(from http://localhost/wordpress/?post_type=tribe_events)
23:48:34	2161/2161	---M--	200	added ('OK')	application/javascript	etag:%22871-57477ed758ba4%22	http://localhost/wordpress/wp-content/plugins/the-events-calendar/vendor/jquery-placeholder/jquery.placeholder.min.js?ver=4.6.22.1	C:/My%20Web%20Sites/Ignite%20Church/localhost/wordpress/wp-content/plugins/the-events-calendar/vendor/jquery-placeholder/jquery.placeholder.minab66.js	(from http://localhost/wordpress/?post_type=tribe_events)
23:48:35	6748/6748	---M--	200	added ('OK')	application/javascript	etag:%221a5c-57477ed75d98e%22	http://localhost/wordpress/wp-content/plugins/the-events-calendar/vendor/php-date-formatter/js/php-date-formatter.min.js?ver=4.6.22.1	C:/My%20Web%20Sites/Ignite%20Church/localhost/wordpress/wp-content/plugins/the-events-calendar/vendor/php-date-formatter/js/php-date-formatter.minab66.js	(from http://localhost/wordpress/?post_type=tribe_events)
23:48:35	19264/19264	---M--	200	added ('OK')	application/javascript	etag:%224b40-57477ed4f0f13%22	http://localhost/wordpress/wp-content/plugins/the-events-calendar/src/resources/js/tribe-events.min.js?ver=4.6.22.1	C:/My%20Web%20Sites/Ignite%20Church/localhost/wordpress/wp-content/plugins/the-events-calendar/src/resources/js/tribe-events.minab66.js	(from http://localhost/wordpress/?post_type=tribe_events)
23:48:35	2967/2967	---M--	200	added ('OK')	application/javascript	etag:%22b97-57477ed4ec50e%22	http://localhost/wordpress/wp-content/plugins/the-events-calendar/src/resources/js/events-dynamic.min.js?ver=4.6.22.1	C:/My%20Web%20Sites/Ignite%20Church/localhost/wordpress/wp-content/plugins/the-events-calendar/src/resources/js/events-dynamic.minab66.js	(from http://localhost/wordpress/?post_type=tribe_events)
23:48:36	4697/4697	---M--	200	added ('OK')	image/gif	etag:%221259-57477ed4e19a4%22	http://localhost/wordpress/wp-content/plugins/the-events-calendar/src/resources/images/tribe-loading.gif	C:/My%20Web%20Sites/Ignite%20Church/localhost/wordpress/wp-content/plugins/the-events-calendar/src/resources/images/tribe-loading.gif	(from http://localhost/wordpress/?post_type=tribe_events)
23:48:36	6783/6783	---M--	200	added ('OK')	application/javascript	etag:%221a7f-57477ed4f0364%22	http://localhost/wordpress/wp-content/plugins/the-events-calendar/src/resources/js/tribe-events-bar.min.js?ver=4.6.22.1	C:/My%20Web%20Sites/Ignite%20Church/localhost/wordpress/wp-content/plugins/the-events-calendar/src/resources/js/tribe-events-bar.minab66.js	(from http://localhost/wordpress/?post_type=tribe_events)
23:48:36	5532/5532	---M--	200	added ('OK')	application/javascript	etag:%22159c-57477ed4efb98%22	http://localhost/wordpress/wp-content/plugins/the-events-calendar/src/resources/js/tribe-events-ajax-list.min.js?ver=4.6.22.1	C:/My%20Web%20Sites/Ignite%20Church/localhost/wordpress/wp-content/plugins/the-events-calendar/src/resources/js/tribe-events-ajax-list.minab66.js	(from http://localhost/wordpress/?post_type=tribe_events)
23:48:37	178/178	---M--	200	added ('OK')	image/png	etag:%22b2-57477ed741d77%22	http://localhost/wordpress/wp-content/plugins/the-events-calendar/vendor/jquery/smoothness/images/ui-bg_flat_75_ffffff_40x100.png	C:/My%20Web%20Sites/Ignite%20Church/localhost/wordpress/wp-content/plugins/the-events-calendar/vendor/jquery/smoothness/images/ui-bg_flat_75_ffffff_40x100.png	(from http://localhost/wordpress/wp-content/plugins/the-events-calendar/vendor/jquery/smoothness/jquery-ui-1.8.23.custom.css?ver=4.6.22.1)
